transaction_id,date,item_name,quantity
T0060,2024-01-25,Oranges,3
T0060,2024-01-25,Tea,3
T0060,2024-01-25,Muffins,2
T0061,2024-01-30,Soda,3
T0061,2024-01-30,Butter,3
T0062,2024-01-28,Lettuce,3
T0062,2024-01-28,Milk,2
T0062,2024-01-28,Candy,1
T0062,2024-01-28,Cookies,2
T0062,2024-01-28,Toilet Paper,3
T0062,2024-01-28,Cake,2
T0062,2024-01-28,Croissants,1
T0062,2024-01-28,Bagels,3
T0062,2024-01-28,Crackers,2
T0062,2024-01-28,Apples,1
T0063,2024-01-07,Juice,1
T0064,2024-01-02,Beef,3
T0064,2024-01-02,Potatoes,2
T0064,2024-01-02,Soda,2
T0064,2024-01-02,Tomatoes,2
T0065,2024-01-01,Apples,1
T0065,2024-01-01,Toilet Paper,2
T0065,2024-01-01,Water,2
T0065,2024-01-01,Crackers,1
T0066,2024-01-18,Bread,1
T0066,2024-01-18,Butter,2
T0066,2024-01-18,Milk,1
T0066,2024-01-18,Coffee,1
T0067,2024-01-02,Beef,3
T0067,2024-01-02,Trash Bags,2
T0068,2024-01-20,Beef,2
T0068,2024-01-20,Potatoes,2
T0068,2024-01-20,Soda,1
T0069,2024-01-31,Cheese,3
T0069,2024-01-31,Toilet Paper,1
T0070,2024-01-25,Chips,2
T0070,2024-01-25,Soda,2
T0070,2024-01-25,Candy,3
T0071,2024-01-29,Soda,3
T0071,2024-01-29,Cream,3
T0072,2024-01-16,Bananas,2
T0072,2024-01-16,Chicken,3
T0072,2024-01-16,Butter,1
T0072,2024-01-16,Crackers,1
T0072,2024-01-16,Detergent,1
T0072,2024-01-16,Juice,2
T0073,2024-01-24,Coffee,3
T0073,2024-01-24,Toilet Paper,1
T0073,2024-01-24,Muffins,1
T0073,2024-01-24,Milk,1
T0073,2024-01-24,Juice,2
T0073,2024-01-24,Chips,3
T0073,2024-01-24,Trash Bags,2
T0073,2024-01-24,Soda,3
T0073,2024-01-24,Lettuce,3
T0073,2024-01-24,Nuts,3
T0074,2024-01-02,Water,2
T0074,2024-01-02,Soap,1
T0074,2024-01-02,Sausages,1
T0074,2024-01-02,Bread,3
T0074,2024-01-02,Tea,2
T0074,2024-01-02,Toilet Paper,3
T0074,2024-01-02,Apples,2
T0075,2024-01-29,Cream,1
T0076,2024-01-10,Toilet Paper,2
T0076,2024-01-10,Bagels,3
T0077,2024-01-04,Bagels,2
T0077,2024-01-04,Cream,2
T0077,2024-01-04,Coffee,3
T0077,2024-01-04,Butter,2
T0077,2024-01-04,Bread,1
T0077,2024-01-04,Water,2
T0077,2024-01-04,Oranges,1
T0077,2024-01-04,Crackers,2
T0077,2024-01-04,Cookies,3
T0078,2024-01-06,Bread,1
T0078,2024-01-06,Cheese,3
T0078,2024-01-06,Lettuce,3
T0078,2024-01-06,Tomatoes,1
T0078,2024-01-06,Apples,2
T0079,2024-01-11,Water,1
T0079,2024-01-11,Yogurt,2
T0079,2024-01-11,Croissants,2
T0079,2024-01-11,Tea,2
T0079,2024-01-11,Bagels,1
T0079,2024-01-11,Chips,2
T0079,2024-01-11,Toilet Paper,1
T0080,2024-01-28,Apples,3
T0080,2024-01-28,Sausages,3
T0080,2024-01-28,Lettuce,3
T0081,2024-01-05,Croissants,2
T0081,2024-01-05,Sausages,1
T0081,2024-01-05,Trash Bags,2
T0081,2024-01-05,Cream,1
T0081,2024-01-05,Candy,3
T0081,2024-01-05,Nuts,3
T0081,2024-01-05,Lettuce,2
T0081,2024-01-05,Cake,1
T0082,2024-01-25,Crackers,2
T0082,2024-01-25,Cheese,2
T0082,2024-01-25,Butter,2
T0082,2024-01-25,Croissants,3
T0082,2024-01-25,Juice,1
T0082,2024-01-25,Beef,3
T0082,2024-01-25,Tea,2
T0082,2024-01-25,Cake,3
T0083,2024-01-07,Cookies,3
T0083,2024-01-07,Milk,1
T0083,2024-01-07,Cake,3
T0083,2024-01-07,Lettuce,2
T0083,2024-01-07,Paper Towels,3
T0083,2024-01-07,Bananas,3
T0083,2024-01-07,Sausages,1
T0083,2024-01-07,Chips,3
T0084,2024-01-08,Beef,1
T0084,2024-01-08,Potatoes,3
T0084,2024-01-08,Soda,1
T0084,2024-01-08,Apples,2
T0084,2024-01-08,Turkey,2
T0084,2024-01-08,Nuts,2
T0084,2024-01-08,Crackers,2
T0084,2024-01-08,Bread,3
T0085,2024-01-12,Lettuce,1
T0085,2024-01-12,Pork,1
T0085,2024-01-12,Cream,2
T0085,2024-01-12,Yogurt,2
T0085,2024-01-12,Soda,3
T0085,2024-01-12,Cheese,2
T0085,2024-01-12,Tomatoes,2
T0085,2024-01-12,Beef,1
T0085,2024-01-12,Apples,2
T0086,2024-01-06,Cookies,3
T0087,2024-01-14,Chicken,3
T0087,2024-01-14,Lettuce,1
T0087,2024-01-14,Tomatoes,1
T0087,2024-01-14,Paper Towels,2
T0087,2024-01-14,Soda,2
T0088,2024-01-03,Bagels,1
T0088,2024-01-03,Cream,3
T0088,2024-01-03,Coffee,2
T0088,2024-01-03,Turkey,2
T0088,2024-01-03,Sausages,1
T0088,2024-01-03,Candy,3
T0089,2024-01-15,Cream,1
T0089,2024-01-15,Cheese,3
T0089,2024-01-15,Milk,2
T0089,2024-01-15,Yogurt,1
T0090,2024-01-27,Paper Towels,3
T0090,2024-01-27,Toilet Paper,2
T0090,2024-01-27,Detergent,1
T0090,2024-01-27,Tea,1
T0090,2024-01-27,Candy,1
T0090,2024-01-27,Crackers,1
T0091,2024-01-19,Paper Towels,3
T0092,2024-01-26,Tea,3
T0093,2024-01-31,Trash Bags,3
T0093,2024-01-31,Muffins,1
T0093,2024-01-31,Cookies,3
T0093,2024-01-31,Paper Towels,1
T0093,2024-01-31,Tomatoes,2
T0093,2024-01-31,Candy,1
T0093,2024-01-31,Cake,2
T0093,2024-01-31,Coffee,3
T0093,2024-01-31,Bananas,2
T0094,2024-01-28,Cookies,2
T0094,2024-01-28,Milk,3
T0094,2024-01-28,Lettuce,3
T0094,2024-01-28,Tomatoes,3
T0095,2024-01-18,Paper Towels,1
T0096,2024-01-02,Tea,3
T0097,2024-01-17,Bread,3
T0097,2024-01-17,Butter,2
T0097,2024-01-17,Milk,2
T0097,2024-01-17,Coffee,1
T0098,2024-01-23,Crackers,2
T0098,2024-01-23,Cheese,2
T0098,2024-01-23,Sausages,3
T0098,2024-01-23,Juice,1
T0098,2024-01-23,Water,2
T0098,2024-01-23,Beef,3
T0098,2024-01-23,Tea,3
T0098,2024-01-23,Paper Towels,3
T0099,2024-01-15,Bread,2
T0099,2024-01-15,Cheese,1
T0099,2024-01-15,Lettuce,3
T0099,2024-01-15,Tomatoes,3
T0099,2024-01-15,Croissants,2
T0099,2024-01-15,Cookies,2
T0099,2024-01-15,Bananas,1
T0099,2024-01-15,Milk,2
T0099,2024-01-15,Trash Bags,3
T0100,2024-01-10,Paper Towels,2
T0100,2024-01-10,Toilet Paper,1
T0100,2024-01-10,Detergent,2
T0101,2024-01-23,Bread,1
T0101,2024-01-23,Cheese,2
T0101,2024-01-23,Lettuce,2
T0101,2024-01-23,Tomatoes,2
T0101,2024-01-23,Oranges,2
T0101,2024-01-23,Yogurt,3
T0101,2024-01-23,Bananas,2
T0101,2024-01-23,Croissants,3
T0101,2024-01-23,Candy,3
T0102,2024-01-21,Bread,3
T0102,2024-01-21,Cheese,1
T0102,2024-01-21,Lettuce,1
T0102,2024-01-21,Tomatoes,1
T0102,2024-01-21,Cake,2
T0102,2024-01-21,Milk,1
T0102,2024-01-21,Bagels,1
T0102,2024-01-21,Oranges,1
T0103,2024-01-25,Bread,1
T0103,2024-01-25,Butter,2
T0103,2024-01-25,Milk,3
T0104,2024-01-18,Croissants,2
T0105,2024-01-24,Turkey,3
T0105,2024-01-24,Pork,2
T0105,2024-01-24,Cream,3
T0105,2024-01-24,Trash Bags,3
T0105,2024-01-24,Soda,1
T0105,2024-01-24,Cheese,1
T0106,2024-01-16,Bread,1
T0106,2024-01-16,Soda,1
T0106,2024-01-16,Oranges,2
T0106,2024-01-16,Detergent,3
T0106,2024-01-16,Milk,2
T0107,2024-01-05,Crackers,2
T0107,2024-01-05,Cheese,2
T0107,2024-01-05,Detergent,2
T0107,2024-01-05,Tomatoes,1
T0107,2024-01-05,Chicken,2
T0107,2024-01-05,Turkey,2
T0107,2024-01-05,Cookies,3
T0107,2024-01-05,Pork,1
T0108,2024-01-17,Croissants,2
T0108,2024-01-17,Juice,1
T0108,2024-01-17,Yogurt,3
T0109,2024-01-04,Sausages,3
T0109,2024-01-04,Toilet Paper,3
T0109,2024-01-04,Apples,1
T0109,2024-01-04,Cookies,3
T0109,2024-01-04,Croissants,1
T0109,2024-01-04,Lettuce,3
T0109,2024-01-04,Paper Towels,1
T0109,2024-01-04,Oranges,1
T0109,2024-01-04,Muffins,2
T0110,2024-01-08,Juice,3
T0110,2024-01-08,Cookies,3
T0110,2024-01-08,Chicken,3
T0110,2024-01-08,Milk,3
T0111,2024-01-16,Bananas,3
T0112,2024-01-04,Cream,3
T0112,2024-01-04,Lettuce,2
T0113,2024-01-25,Crackers,1
T0114,2024-01-24,Paper Towels,1
T0114,2024-01-24,Toilet Paper,1
T0114,2024-01-24,Detergent,1
T0114,2024-01-24,Apples,1
T0114,2024-01-24,Crackers,3
T0114,2024-01-24,Milk,3
T0114,2024-01-24,Soda,1
T0115,2024-01-19,Bread,3
T0115,2024-01-19,Cheese,1
T0115,2024-01-19,Lettuce,3
T0116,2024-01-24,Tea,2
T0116,2024-01-24,Milk,3
T0116,2024-01-24,Juice,2
T0116,2024-01-24,Bagels,1
T0116,2024-01-24,Beef,1
T0116,2024-01-24,Crackers,3
T0116,2024-01-24,Chips,1
T0117,2024-01-30,Bread,2
T0117,2024-01-30,Butter,1
T0117,2024-01-30,Milk,1
T0117,2024-01-30,Coffee,3
T0117,2024-01-30,Detergent,3
T0117,2024-01-30,Toilet Paper,2
T0117,2024-01-30,Croissants,1
T0117,2024-01-30,Candy,2
T0118,2024-01-19,Bread,1
T0118,2024-01-19,Cheese,1
T0118,2024-01-19,Lettuce,3
T0118,2024-01-19,Tomatoes,2
T0118,2024-01-19,Tea,3
T0118,2024-01-19,Sausages,3
T0119,2024-01-23,Yogurt,3
T0119,2024-01-23,Cake,1
T0119,2024-01-23,Toilet Paper,3
T0119,2024-01-23,Cheese,2
T0119,2024-01-23,Apples,1
T0119,2024-01-23,Soda,1
T0120,2024-01-12,Paper Towels,2
T0121,2024-01-24,Croissants,1
T0121,2024-01-24,Juice,2
T0121,2024-01-24,Yogurt,3
T0121,2024-01-24,Coffee,2
T0121,2024-01-24,Soap,1
T0122,2024-01-27,Bread,1
T0122,2024-01-27,Cheese,3
T0122,2024-01-27,Lettuce,2
T0122,2024-01-27,Tomatoes,3
T0122,2024-01-27,Cookies,1
T0122,2024-01-27,Bagels,2
T0122,2024-01-27,Cream,3
T0122,2024-01-27,Beef,3
T0122,2024-01-27,Turkey,3
T0123,2024-01-13,Bananas,3
T0123,2024-01-13,Lettuce,1
T0124,2024-01-18,Bread,1
T0124,2024-01-18,Butter,3
T0124,2024-01-18,Milk,1
T0124,2024-01-18,Coffee,1
T0124,2024-01-18,Candy,3
T0124,2024-01-18,Croissants,3
T0124,2024-01-18,Cream,3
T0124,2024-01-18,Chips,3
T0124,2024-01-18,Tea,1
T0125,2024-01-09,Croissants,1
T0125,2024-01-09,Juice,2
T0125,2024-01-09,Yogurt,3
T0125,2024-01-09,Milk,1
T0125,2024-01-09,Apples,3
T0125,2024-01-09,Sausages,1
T0125,2024-01-09,Detergent,1
T0125,2024-01-09,Chicken,2
T0125,2024-01-09,Coffee,1
T0126,2024-01-25,Beef,1
T0126,2024-01-25,Potatoes,2
T0126,2024-01-25,Soda,2
T0126,2024-01-25,Chicken,1
T0126,2024-01-25,Trash Bags,1
T0126,2024-01-25,Pork,1
T0126,2024-01-25,Turkey,1
T0126,2024-01-25,Croissants,2
T0126,2024-01-25,Bread,1
T0127,2024-01-22,Bagels,1
T0127,2024-01-22,Pork,2
T0128,2024-01-11,Paper Towels,2
T0128,2024-01-11,Toilet Paper,3
T0128,2024-01-11,Detergent,2
T0128,2024-01-11,Crackers,2
T0128,2024-01-11,Muffins,2
T0129,2024-01-09,Bagels,2
T0129,2024-01-09,Cream,3
T0129,2024-01-09,Coffee,2
T0130,2024-01-29,Bread,1
T0130,2024-01-29,Butter,3
T0130,2024-01-29,Milk,2
T0130,2024-01-29,Coffee,1
T0130,2024-01-29,Cream,3
T0130,2024-01-29,Sausages,1
T0130,2024-01-29,Turkey,1
T0131,2024-01-16,Yogurt,2
T0131,2024-01-16,Turkey,2
T0131,2024-01-16,Paper Towels,2
T0131,2024-01-16,Muffins,3
T0131,2024-01-16,Chips,1
T0131,2024-01-16,Milk,3
T0131,2024-01-16,Cake,1
T0131,2024-01-16,Cream,1
T0131,2024-01-16,Pork,1
T0131,2024-01-16,Detergent,2
T0132,2024-01-07,Toilet Paper,2
T0132,2024-01-07,Cake,1
T0133,2024-01-12,Paper Towels,1
T0133,2024-01-12,Toilet Paper,3
T0133,2024-01-12,Detergent,3
T0134,2024-01-16,Bread,1
T0134,2024-01-16,Cheese,2
T0134,2024-01-16,Lettuce,2
T0134,2024-01-16,Tomatoes,2
T0134,2024-01-16,Crackers,3
T0134,2024-01-16,Bagels,2
T0134,2024-01-16,Nuts,3
T0134,2024-01-16,Butter,2
T0134,2024-01-16,Coffee,2
T0135,2024-01-31,Bagels,2
T0136,2024-01-20,Cookies,3
T0136,2024-01-20,Milk,3
T0136,2024-01-20,Pork,1
T0136,2024-01-20,Oranges,3
T0136,2024-01-20,Apples,2
T0136,2024-01-20,Tea,3
T0137,2024-01-27,Croissants,1
T0137,2024-01-27,Juice,3
T0137,2024-01-27,Yogurt,1
T0137,2024-01-27,Water,2
T0137,2024-01-27,Toilet Paper,2
T0138,2024-01-14,Sausages,2
T0139,2024-01-14,Cheese,2
T0139,2024-01-14,Butter,3
T0140,2024-01-29,Bread,3
T0140,2024-01-29,Butter,2
T0140,2024-01-29,Milk,3
T0140,2024-01-29,Coffee,2
T0140,2024-01-29,Yogurt,2
T0140,2024-01-29,Chips,3
T0140,2024-01-29,Croissants,2
T0141,2024-01-28,Nuts,2
T0141,2024-01-28,Sausages,2
T0142,2024-01-18,Cookies,1
T0142,2024-01-18,Milk,1
T0142,2024-01-18,Sausages,3
T0142,2024-01-18,Cheese,2
T0142,2024-01-18,Chicken,3
T0143,2024-01-03,Bagels,1
T0143,2024-01-03,Cream,2
T0143,2024-01-03,Coffee,2
T0143,2024-01-03,Bread,2
T0143,2024-01-03,Oranges,1
T0143,2024-01-03,Muffins,2
T0143,2024-01-03,Croissants,3
T0144,2024-01-24,Croissants,2
T0144,2024-01-24,Juice,2
T0144,2024-01-24,Yogurt,3
T0144,2024-01-24,Pork,1
T0144,2024-01-24,Water,3
T0144,2024-01-24,Cookies,2
T0144,2024-01-24,Paper Towels,3
T0144,2024-01-24,Cream,2
T0145,2024-01-15,Beef,1
T0145,2024-01-15,Potatoes,3
T0145,2024-01-15,Soda,3
T0145,2024-01-15,Turkey,2
T0145,2024-01-15,Trash Bags,1
T0145,2024-01-15,Coffee,3
T0145,2024-01-15,Water,1
T0146,2024-01-19,Paper Towels,2
T0146,2024-01-19,Toilet Paper,3
T0146,2024-01-19,Detergent,3
T0146,2024-01-19,Tomatoes,3
T0146,2024-01-19,Oranges,3
T0146,2024-01-19,Juice,1
T0146,2024-01-19,Muffins,2
T0146,2024-01-19,Water,3
T0146,2024-01-19,Soda,2
T0147,2024-01-24,Cheese,3
T0147,2024-01-24,Tea,3
T0148,2024-01-26,Paper Towels,1
T0148,2024-01-26,Juice,1
T0148,2024-01-26,Pork,1
T0148,2024-01-26,Soda,2
T0148,2024-01-26,Milk,1
T0148,2024-01-26,Bread,2
T0148,2024-01-26,Candy,1
T0148,2024-01-26,Coffee,1
T0148,2024-01-26,Apples,2
T0149,2024-01-13,Crackers,1
T0149,2024-01-13,Cheese,3
T0149,2024-01-13,Coffee,1
T0149,2024-01-13,Tea,3
T0149,2024-01-13,Soap,1
T0149,2024-01-13,Toilet Paper,2
T0149,2024-01-13,Nuts,1
T0149,2024-01-13,Lettuce,1
T0149,2024-01-13,Bread,1
T0149,2024-01-13,Turkey,3
T0150,2024-01-17,Sausages,1
T0150,2024-01-17,Muffins,2
T0151,2024-01-04,Paper Towels,1
T0151,2024-01-04,Toilet Paper,1
T0151,2024-01-04,Detergent,2
T0151,2024-01-04,Turkey,2
T0151,2024-01-04,Apples,1
T0151,2024-01-04,Soda,3
T0151,2024-01-04,Bananas,3
T0151,2024-01-04,Pork,3
T0151,2024-01-04,Water,3
T0151,2024-01-04,Muffins,3
T0152,2024-01-19,Bagels,3
T0152,2024-01-19,Cream,2
T0152,2024-01-19,Coffee,1
T0153,2024-01-03,Soda,2
T0154,2024-01-04,Bagels,3
T0154,2024-01-04,Cream,1
T0154,2024-01-04,Coffee,1
T0154,2024-01-04,Nuts,3
T0154,2024-01-04,Bread,1
T0154,2024-01-04,Soda,2
T0154,2024-01-04,Detergent,2
T0154,2024-01-04,Pork,3
T0154,2024-01-04,Paper Towels,2
T0154,2024-01-04,Muffins,1
